text,date,from
I can&#39;t trust a man who brushes his hair with a balloon,20210222,BBC
Watch after 2 weeks another lockdown will come this is useless and bullshit.,20210222,BBC
Why is school the first thing they open its the most packed out of everything and it&#39;s getting unrestricted on the same date as only being able to meet one person out side like wtf,20210222,BBC
Who remembers when Boris served tea<br><br>Now he&#39;s serving us with lies,20210222,BBC
Also I can be on the school playground with 60 others but I cannot meet up with anyone till weeks after I can with 60 other,20210222,BBC
WHY OPEN THE SCHOOLS WHEN WE ARE MIXING WITH 30 CHILDREN IN A CLASSROOM BUT CSNT GO OUT IN GROUPS,20210222,BBC
A Boris lockdown so successful it&#39;s enabled Sweden and Florida to carry on as normal lol,20210222,BBC
"We&#39;ll lift the lockdown, cases will rise and we&#39;ll go right back to lockdown. I have been in my home for the past 5 months shopping for only the essientals I want to be able to go out and have fun.",20210222,BBC
ok cool see yall in 2026 when this virus is still going,20210222,BBC
Isn&#39;t that odd. I could have sworn that today he also said that he wouldn&#39;t be nominating dates but would be lead by the data. Can we trust anything he says? He&#39;s getting worse. He used to contradict himself a couple of days later. We&#39;ve now got the contradiction within the same sentence. What&#39;s happened? Have both his ganglia fired at the same moment?,20210222,BBC
if you believe all this then you all must believe in father christmas,20210222,BBC
"i imagine we will get a little taste of freedom, then lockdown will be back in place straight after this roadmap. all the while our taxes won&#39;t be delayed, they will be taken on time and distributed as normal funnily enough... <br><br>if everyone refused lockdown it will end in days. but peoples lack of unity will stop that...",20210222,BBC
Don&#39;t read the comments if you want to keep your sanity.,20210222,BBC
Why are you still going on about vaccine passports?,20210222,BBC
"Put politicians in jail, then the virus will disappear",20210222,BBC
"Boris says that he won&#39;t go by dates but by data, well haven&#39;t they been manipulating it to suit their agenda? hardly trustworthy is it!?!",20210222,BBC
Imagine queuing for 4 hours only to find what your looking for is out of stock,20200601,Independent
<i>NPC&#39;s resuming their daily programming to consume without question.</i>,20200601,Independent
"imagine queuing for hours to get in, just to come out with a cushion. 🤦‍♂️",20200601,Independent
oh just an excuse to Q up.Our favourite national pastime.,20200601,Independent
Queuing for hours to decorate your home that you’ve been stuck in for 2 months lmao,20200601,Independent
"When I see this, I lose all hope for humanity.",20200601,Independent
What a pack of absolute bellends these people are,20200601,Independent
hours for IKEA? <br><br>hilarious,20200601,Independent
They&#39;re after the place. They don&#39;t know why; they just remember. Remember that they want to be in here.,20200601,Independent
What did you do when lockdown was lifted?<br>Guy 1: I went to see family<br>Guy 2: I went back to work<br>Guy 3: I went to get flatpack furniture,20200601,Independent
Just proves that as a whole Brits are not most logical and smart nation ;),20200601,Independent
Why would an Ikea be the first thing on your mind after lockdown,20200601,Independent
"As George A. Romero said &#39;When theres no more room in Ikea, the daft will walk the earth&#39;.",20200601,Independent
Shall we go to the park or shall we go back to consumer shopping? Shopping! Shopping!Shopping! Gimme stuff now!!,20200601,Independent
"Wait til DFS open, they have sales u know.",20200601,Independent
SHEEPLE,20200601,Independent
When you run out of furniture in two months ...,20200601,Independent
How sad. Great way to waste a day of your life people.,20200601,Independent
"When you see that guy on here ranting &quot;wake up sheeple&quot;, these are the sheeple he&#39;s on about.",20200601,Independent
"Walking dead,, wandering around like cattle,, Have they actually got nothing else to do.. Crazy.. Anyone heard of work...",20200601,Independent
"We in India are doing more than you lmao <br>We have closed the schools , colleges , cinema halls , sports event , public gathering. We have suspended Visa to ALL countries till 15th April and banned ALL exports of medical goods.<br><br>Put lives above money for godsake",20200312,Independent
"“It’s not possible to stop everyone from getting it.” Taiwan did. And they’re a stones throw from China. They acted fast and didn’t mess around. Taiwan has 47 cases and Britain could potentially have 10,000 at this point?<br><br>Stop pretending you have this under control.",20200312,Independent
He may as well have just showed a slide saying ‘we are fooked’.,20200312,Independent
So the argument for not closing the school was that kids are less likely to be seriously affected. They seem to forget the fact that we teachers are not kids and we are not necessarily going to be less seriously affected. Couple that with the fact that they said the people with mild symptoms are likely to infect more people and I suspect the teacher crisis is going to get worse pretty soon.,20200312,Independent
Too late to respond failed government you left the doors open to everyone,20200312,Independent
Close the dam schools this is ridiculous!!!!,20200312,Independent
That&#39;s stupid I&#39;m a teenager and they say kids don&#39;t get that bad but we can still carry corona virus which can lead us giving it to teachers and even visitors and if us kids had days off our attendance would go down leading into parents getting fined etc.,20200312,Independent
Everyone should relax.. take good care of your families and loved one.. work from home if you can and look after the elderly.. try to avoid overcrowded areas.. wash your hands.. improve your immune system.. take VitC 500mg or 1000mg 3 times a day.. VitC have shown to great improve your chance of not getting sick or dying of this diseases... Your immune system can defeat this .. Trust in GOD and don&#39;t listen to lies or scaremongering tactics .. stay at home if you suspect you are infects and try to wear a mask to prevent others getting sick in your household.. if you have hard time breathing call 111 follow the directions they give you. You will need to visit the hospital if your symptoms get worse DONT STAY AT HOME IF YOU ARE VERY SICK!!!... apply common sense and you will be fine. This is not as bad as these scientist are claiming .. wash your hands and wear gloves if you need to go out and do shopping.. stay safe and DON&quot;T BE SCARED!,20200312,Independent
That fact is everyone is going crazy like you don’t need to buy 50 toilet rolls 😂😂😂,20200312,Independent
A broken Britain WIth a Broken NHS and a Govt full of lies - They have no idea what is coming and how they will be able to contain it - People are unhygienic in this country to begin with -  no or overpriced masks the govt is utterly joking with these statements. It seems like they are talking to a country that has 1000&#39;s dead already.,20200312,Independent
Everyone’s an expert in disease control looking at the comments.,20200312,Independent
close the schools it is more likely to get there,20200312,Independent
You’ll be remembered as a killer. Here in Italy we are fighting with all our forces and don’t you expect to make your citizens come to our country.. in the uk this will never end if you don’t take measures (the virus can be contracted a lot of times),20200312,Independent
"this man does not think rationally.  There are no virus-related security measures in England.England may understand this when it comes to the same situation as in Italy but it will be too late<br>schools should be closed a long time ago, there is nothing to wait for",20200312,Independent
close all the schools,20200312,Independent
<b>Boris Johnson the new Idiot of the Year 2020 after Trump.</b>,20200312,Independent
Thank you everyone for voting for this person. See you in heaven.,20200312,Independent
"Cobra can stop nothing! Close the borders! Britain is free and an independent country and can take back control fo own country - British people have voted for. But if British people have to pay the Brexit price now with there lives then I ask me: is Britain free, is this Brexit or is Britain an EU slave country and nothing has changed: Brexit betrayal?",20200312,Independent
"I’d love to help neighbours who are unfortunate enough to have to stay home by buying things for them for example. However, that will involve talking to them and moreover taking money from them. Money that might carry the virus. Is that safe?",20200312,Independent
Government 🇬🇧: We got this under control       Meanwhile in a real world: Breaking new 596 cases has been confirmed today .                                                                   <b>Directed by Robert B Weide</b>,20200312,Independent
It looks as if the Government found a use for the cancelled school dinners.,20210215,Independent
"So they’re only literally a year late implementing this scheme, and the airlines and travel companies are still complaining about it anyway.",20210215,Independent
Korea did this when the pandemic starter and we&#39;re only now implementing this? Shameful,20210215,Independent
The thumbnail dosent appears in the video. You never see someone lying barefoot on a bed with a cup of tea,20210215,Independent
Paying money to be a prisoner...,20210215,Independent
If you can afford it. Pathetic country. Should’ve closed down the borders last March. Would’ve been way easier.,20210215,Independent
The music on this is so loud you can&#39;t hear the report,20210215,Independent
Don&#39;t do the ping pong music louder than you voice! Duh!,20210215,Independent
"Let the truth be told stock are very good no doubt, but investing in Forex and crypto market is not a bad idea with its current status, I was skeptical when I started investing but no more, it&#39;s has really proven to be very profitable",20210215,Independent
Never spoiled the &#39;flu&#39; with a expensive holiday,20210215,Independent
The problem with quarantine in UK is that hotel rooms here are so small :-/ also the food sucks comparing to other countries... In China 14 days cost around £500 including 3 meals whereas here it costs £1750... almost as expensive as a all inclusive 4 star holiday overseas. Looks like gov is trying to make mandatory quarantine a profitable business.,20210215,Independent
"Had they implemented this system a year ago, we would probably be out of lockdown by a now",20210215,Independent
“If I had a friend” Oh you do make me laugh Simon....😂,20210215,Independent
What a world we now live in. Prison for non criminals,20210215,Independent
"I am looking forward to seeing Matt Hancock in one of those rooms after his holiday , that he in his words booked in several months ago . <br><br>Ow wait he won’t, because he is a special cookie",20210215,Independent
Ok it makes sense now you go to jail and you have to pay for it but if you can&#39;t afford it you go to another jail and if you try to escape because you have no money to pay you end up in a different jail.. Very clever and very thoughtful of the government,20210215,Independent
What about people who work in those hotels? Do they have to quarantine as well? Until this ends?,20210215,Independent
&quot;Security guards outside&quot; 👀,20210215,Independent
"Comment section:<br><br>&quot;It&#39;s prison&quot;, &quot;call it what it is, it&#39;s a cell&quot;, &quot;we&#39;re being locked up&quot;..<br><br>...yes because I&#39;m sure prisoners rue the days they&#39;re given 12 day sentences in a room like that...",20210215,Independent
Just say it it’s like prison 😂😂😂😂,20210215,Independent
🏴󠁧󠁢󠁳󠁣󠁴󠁿Nicola handling coronavirus pandemic better than England?🐵,20200529,Guardian
My concerns are that these new additional Semi-Lockdown measures will be so very restrictive in nature that any movements allowed within the Dos and Don&#39;t do Instructions will feel more like no real Lockdown measures have been lifted at all.,20200529,Guardian
Very detailed very clear unlike england,20200529,Guardian
Yah see at least the Scottish ACTUALLY LISTENS UNLIKE US!,20200529,Guardian
"Wee Nike (just do it) in trouble about her hair.<br>Common we all know her husband (😜) does it, don&#39;t we?",20200529,Guardian
"I’m convinced this woman is really jimmy crankie, I mean since nicola came on the scene jimmy has been suspiciously absent from the tv",20200529,Guardian
"Why does she talk and explain things as if she was talking to a classroom of 6 year olds. She goes on and on when a short explanation of the rules would suffice. She is  trying too hard to cover all the eventualities of her exit out of the lockdown so nothing comes back on her. Too late, most of us have sussed out her political point scoring act at the daily update podium. Bet she can’t wait to get that independence record out again and play it non stop. We will be back to hearing - we were dragged out of Europe against our will - for the millionth time.",20200529,Guardian
the virus is not highly infectious and the mortality rates are tiny....what ever this is about it&#39;s not about a virus,20200529,Guardian
The nwo is active they are using the virus to control you the virus is not in the general population.,20200529,Guardian
"What is wrong with the recording? So much of it missing, with jumps and questions cut off and answers clipped. Very annoying.",20200529,Guardian
Anyone know When the family courts in Scotland will be dealing with contact application&#39;s nicola doesn&#39;t seem to mention the courts closing doors to family matters or  anyone know why no one has mentioned the impact this has on children or familys ????,20200529,Guardian
"Stay safe, stay home, wash hands, wear masks, keep social distance.",20200529,Guardian
Wash hands. Cover mouth when sneezing with handkerchief...FFS. stop talking about vaccines.  Rather have tour 6 yr old up there.  The suggestion is DATA. Your being held back a year... air travel mandatory tracking.,20200529,Guardian
"I see more and more kids out and about with their friends. I understand they are less at risk but they can still CARRY the virus to others. Why are parents being so irresponsible? Totally had enough of their kids inside all the time? Whatever the reason, the parents need to start thinking of others but themselves and keep their kids under control.",20200529,Guardian
"Nicola sturgeon as done a great job for the Scots      honest  upfront, professional,      from a English man",20200529,Guardian
🇬🇧🔚🏴󠁧󠁢󠁳󠁣󠁴󠁿,20200529,Guardian
Now Scotland needs to attack investors over as it is safer part of the island nowadays.,20200529,Guardian
Feels like being in school again,20200529,Guardian
"This puts trust in the peoples common sense in a situation when a sparks can cause a fire. Stay safe, be observant. Finally, if we are following the UK government they are on track for a Malthusian catastrophic disaster.",20200529,Guardian
You&#39;ve learned NOTHING.,20200529,Guardian
"Next week: ‘We are now in tier 17, you must only leave your bedroom if you need to take a dump’",20201219,Guardian
Boss battle after tier 5.,20201219,Guardian
"Christmas 2021: The government has announced tier 99. You will be sent a special lockdown circle via post that you must place on the ground and stand inside until instructed otherwise. Lockdown circles must be at least 5 metres apart. Do not eat or go to the bathroom during this time. You must not speak while in the lockdown circle. You must not laugh or otherwise show any form of human emotion while in the lockdown circle. Up to two people may stand inside your lockdown circle on Christmas Day for no longer than one hour, but you must have your backs turned and you must stand in absolute silence.",20201219,Guardian
"I mean, you know EVERYONE will be ignoring these tiers come Christmas day. Regardless.",20201219,Guardian
&quot;Strictest lockdown rules&quot; yea but you can still go to school but don&#39;t go see your nan,20201219,Guardian
He looks like he brushes his hair with a balloon,20201219,Guardian
"How about tier 33, This would be more apt for &#39;the club&#39;.",20201219,Guardian
"I&#39;m past angry now, this is like a bad dream. Nothing is surprising me anymore",20201219,Guardian
15 days to flatten the curve.. I think the curve has turned into a curly whirly,20201219,Guardian
"It basically becoming imprisonment, it&#39;s ok to mix with 50 plus people at work every day but it&#39;s not ok to mix with you own family for more than a day. It&#39;s becoming a joke, they need to let people make their own decisions.",20201219,Guardian
Tier 27: do not exhale unless absolutely necessary.,20201219,Guardian
"In 4 months: “Those living in Tier 876 must and i can not stress this enough, not breathe and stay a 10 Light year distance between everyone, including those in your own household. This will keep cases to a minimum and help stop the spread of the virus.”",20201219,Guardian
This nation is an embarrassment,20201219,Guardian
"guy can&#39;t take care of his hair, tries to run the country....",20201219,Guardian
Is this so Boris doesn’t have to have his other kids round for Christmas?,20201219,Guardian
This guy might top off cringe level better than Hancock’s “crying” on national tv,20201219,Guardian
&quot;Christmas will be different this year&quot; - what a load of BS. It will be different for us but not for MP&#39;s and their family members or friends. I&#39;m just waiting for the next member of his cabinet to be seen out and about disregarding lockdown rules and citing an eye test or some other ridiculous excuse and getting away with it.,20201219,Guardian
How could they ever enforce these rules? This really is ridiculous.,20201219,Guardian
"He has turned this nation into a joke, his hair is a joke and he is a joke.",20201219,Guardian
breaking news: faith in boris has dropped to 0% nationwide,20201219,Guardian
"\"Skip to <a href=\"\"https://www.youtube.com/watch?v=8bUCwmYcvzY&amp;t=12m51s\"\">12:51</a>\"",20200323,Guardian
"You&#39;ve closed all the pubs, I&#39;m sure they&#39;ll stay home",20200323,Guardian
Waited long enough for this UK lockdown.,20200323,Guardian
You do have to wonder if some people really are as stupid as the comments they make.,20200323,Guardian
So let me get this right .... We are on lock down but our whole house hold can go to the park every day or a walk every day or a bicycle ride 😂.<br><br>I can go to see someone I care for or is vuanravle.<br><br>I can go to work if my business is still open <br><br>And I can walk my dog <br><br>So I can basically do everything I&#39;ve been able to do for last 40 years of my life minus going for a big mac,20200323,Guardian
I like his hair.,20200323,Guardian
Nice editing guardian.,20200323,Guardian
"A lot of the reason why people are dying is because Johnson was scared, weak and indecisive. He gave into business interests for over a month and now the disease has the fastest growth rate here of any country.",20200323,Guardian
I think you could edit the first 13 minutes and then upload,20200323,Guardian
Too late for the UK. this incompetent waited to long thinking  the pandemic would have spared the country. 🤦🏻‍♂️,20200323,Guardian
I wish you all the best and ciao to my daughter who&#39;s living in London.  PS: we  have been lockdown for almost a month. Rome Italy,20200323,Guardian
It’s time to get rid of ZERO CONTRACT HOURS.<br>Time for banks to also stop overdraft charges at the moment...even for just a couple of months....this will help many people.,20200323,Guardian
"unless you put the country under full martial law then you are just wasting your time, people are going to just continue doing what they want",20200323,Guardian
Worse is that the NHS got cut his budget by conservative party Johnson&#39;s party<br>Theresa May&#39;s party.,20200323,Guardian
Isn’t it a violation of human rights though? That’s what the Guardian said about the Wuhan lockdown 2 months ago.,20200323,Guardian
"He&#39;s not put any protection measures in for this. He hasn&#39;t specified who is &quot;essential&quot; in the workforce, there&#39;s no support for self employed except to go on means tested Universal Credit which takes weeks (yes that&#39;s what the support line tells you to do), and businesses are telling people to work or else they&#39;ll get fired. I&#39;m all for a full lockdown, but people need money to survive. A basic income for everyone should have been introduced weeks ago, but all they&#39;ve done is segregate the workforce into deserving and undeserving with no guarantee that dismissal won&#39;t happen, and none of it getting people to stay at home.",20200323,Guardian
"Keep calm and carry on. Enjoy this time with your families. There is a silver lining here, just follow procedure.",20200323,Guardian
It’s a chemical warfare,20200323,Guardian
How come that you Brits never gets tired of listening yo people who has no idea what they are talking about?,20200323,Guardian
"They still take a children and going out to shops as nothing happened.CARELESS.<br>Some saw me waring the face mask,stared at me as very surprised.why?Though I did not get virus I showed how to protect myself and publics but what about you?",20200323,Guardian
And life won’t return back to normal anyway,20200430,SUN
"Singapore ended lockdown and faced another wave, so they had to go into lockdown again. I dont know if ending lockdown would slow down the spread.",20200430,SUN
He&#39;s taking on  a potential second wave.,20200430,SUN
"Coming up next, the FORCED Vaccine. Covid-19 is a scam.",20200430,SUN
I dont understand how were past the `peak` with 6000 new cases and 700 deaths today? Thats more than yesterday so how are we heading down the other end?,20200430,SUN
THE PEAK HAS PASSED? ? ? 6032 new case today.,20200430,SUN
I don’t think schools should open because it will be crowded and very risky.,20200430,SUN
Cmon Bojo I need to be fishing,20200430,SUN
"Exit plan, where we heard that before.... think they called it brexit 🤣 we will still be talking about this at Christmas 🤣🤣 I mean I hope not but wouldn’t be surprised",20200430,SUN
"Keep your vaccine , keep your test.",20200430,SUN
"The Chinese have facial recognition technology that can recognise someone spitting in the street and deduct points from their social credit score. This is a fact. What if, instead of a phone app, a nano digital device was implanted into the human body (say by means of an injection)? This is not a great leap of the imagination. What if this nano technology could only be used by the use of 5g? We may be rushing headlong into a nightmare here and these beasts, speaking above, who have shut down our hospitals and dentists and as good as murdered our elderly in the care homes obviously don&#39;t give a d amn for the well being of the people in this country.",20200430,SUN
"End the lockdown, the damage to the economy is far worse and more life threatening than the virus is.",20200430,SUN
What ever you do BORIS don&#39;t end lockdown you will regret it 2nd wave will hit us harder ignore the people who are complaining of lockdown,20200430,SUN
After the lockdown as been eased deaths will go back to non convid again to show the gullible public its working ... this has all been one big scam!!!,20200430,SUN
I am not a lab rat and will never have the vaccine,20200430,SUN
What&#39;s that invisible thing in his hands that he moves around when he talks?,20200430,SUN
This is terrible. Why end Lockdown so early??,20200430,SUN
"And fewer people going to A&amp;E, fewer operations for cancer people left to die at home, oh yes it&#39;s been a great success.",20200430,SUN
These guys deserve an Oscar.,20200430,SUN
Now there&#39;s a look in your eyes ☺like black holes in the sky.,20200430,SUN
"We won’t let people go round each other’s houses, but we shove thousands of kids into one building (school)<br><br>Alright makes sense",20201030,SUN
The Sun is the metaphorical equivalent of having a sewer running directly through your living room.,20201030,SUN
They&#39;re slowly breaking people down mentally,20201030,SUN
The best vaccine is already here!!! You only need to switch the telly off. Immediate results 100% survival rate.,20201030,SUN
this is the smartest virus ever released onto the public!,20201030,SUN
How can a killer virus wait 2 weeks.,20201030,SUN
All test centres empty. Deaths at same rate as this time last year. Bear faced liars!!!,20201030,SUN
I&#39;m not usually a conspiracy theorist but something sinister is going on here.  They are destroying society for what Chris Whitty described as a &quot;mild infection for most.&quot;,20201030,SUN
"The Great Reset, Agenda 21.",20201030,SUN
It&#39;s so urgent that we can wait another 2 weeks. <br><br>Interesting &quot;pandemic&quot; this is...,20201030,SUN
Crimes Against Humanity.,20201030,SUN
"The public do not care about your restrictions anymore. Put us in Tier 9, we&#39;re not going to pay any attention anyway.",20201030,SUN
More and more bull💩 each day,20201030,SUN
"I read something the other day about how, when you&#39;re in an abusive relationship, the abuse will never end until you get out of the relationship. Just watch, they&#39;ll say &quot;it&#39;s only for 2 weeks&quot; and it&#39;ll last months.",20201030,SUN
"Nothing to do with this so called virus, actually turning into a joke at this point",20201030,SUN
Unbelievable... this Government is just EMBARRASSING!!,20201030,SUN
Flu cases labelled as Covid guaranteed.,20201030,SUN
What a waste of time. Listening to handcock speaking is like listening to a mad man tell you a ufo is chasing him and you&#39;re like ok I hear you but you do know you&#39;re mental.,20201030,SUN
